2018-10-18 07:46:37.731464	https://www.encodeproject.org/report/?type=ReferenceEpigenome&field=accession&field=biosample_term_name&field=related_datasets.assay_term_name&field=description&field=award.project&field=status&field=related_datasets.replicates.library.biosample.organism.scientific_name&field=dbxrefs&field=assay_term_id&field=biosample_type&field=assay_synonyms&field=biosample_term_id&field=biosample_synonyms&limit=all
Accession	Biosample term	Assay Type	Description	Project	Status	Species	External identifiers	Assay term id	Biosample type	Assay synonyms	Biosample term id	Biosample synonyms
ENCSR985TIQ	A673	ChIP-seq,DNase-seq	Reference Epigenome of A673	ENCODE	released	Homo sapiens	IHEC:IHECRE00003714.1	OBI:0000716,OBI:0001853	cell line	ChIP-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq assay,DNase-seq,chromatin immunoprecipitation sequencing assay	EFO:0002106	
ENCSR255QAV	placenta	RNA-seq,ChIP-seq	Reference epigenome for mouse placenta (adult 8 weeks)	ENCODE	released	Mus musculus		OBI:0001271,OBI:0000716	tissue	ChIP-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay,RNA-seq assay	UBERON:0001987	Entire placenta,eutherian placenta,allantoic placenta
ENCSR869ZEL	DND-41	ChIP-seq	Reference Epigenome of DND-41	ENCODE	released	Homo sapiens	IHEC:IHECRE00001860.1	OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0007074	ACC525
ENCSR048ZTL	iPS DF 6.9	transcription profiling by array assay,whole-genome shotgun bisulfite sequencing,ChIP-seq,DNase-seq	REMC Epigenome (Class 2) for iPS DF 6.9 Cells using donors/samples:iPS-6.9-01;iPS-6.9-02	Roadmap	released	Homo sapiens	IHEC:IHECRE00000999.1	OBI:0000716,OBI:0001853,OBI:0001463,OBI:0001863	induced pluripotent stem cell line	RNA profiling by array assay,transcription profiling by array assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,shotgun bisulfite-seq assay	EFO:0007098	
ENCSR809EFN	A549	ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq,DNase-seq	Reference Epigenome of A549	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	cell line	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	EFO:0001086	A-549,A549 cell
ENCSR005DUS	pancreas	whole-genome shotgun bisulfite sequencing,RNA-seq,DNase-seq,ChIP-seq	REMC Epigenome (Class 2) for Pancreas using donors/samples:STL003	Roadmap	released	Homo sapiens	IHEC:IHECRE00000942.1	OBI:0001853,OBI:0000716,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001264	Entire pancreas
ENCSR747ULU	ES-I3	transcription profiling by array assay,ChIP-seq	REMC Epigenome (Class 4) for ES-I3 Cells using donors/samples:60;31436;35589;35592;35593;35594;40338;40339;40340;40585;40586;42133	Roadmap	released	Homo sapiens	IHEC:IHECRE00001000.1	OBI:0000716,OBI:0001463	stem cell	ChIP-seq assay,RNA profiling by array assay,transcription profiling by array assay,chromatin immunoprecipitation sequencing assay	EFO:0007076	
ENCSR046MDU	kidney	transcription profiling by array assay,RRBS,ChIP-seq,DNase-seq	REMC Epigenome (Class 3) for Fetal Kidney using donors/samples:H-22676	Roadmap	released	Homo sapiens	IHEC:IHECRE00001047.1	OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001463	tissue	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	UBERON:0002113	Entire kidney,reniculate kidney
ENCSR673EAQ	H9	ChIP-seq,whole-genome shotgun bisulfite sequencing,RRBS,DNase-seq	REMC Epigenome (Class 1) for H9 Cells using donors/samples:H9-01;H9-02;H9-04	Roadmap	released	Homo sapiens	IHEC:IHECRE00000985.1	OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001863	stem cell	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,Shotgun bisulfite sequencing,WGBS,reduced representation bisulfite sequencing assay,shotgun bisulfite-seq assay	EFO:0003045	
ENCSR343RKY	ES-Bruce4	ChIP-seq,RNA-seq	Reference Epigenome for mouse ES-Bruce4 cell line	ENCODE	released	Mus musculus	IHEC:IHECRE00001797.1	OBI:0000716,OBI:0001271	stem cell	ChIP-seq assay,RNA-seq assay,transcription profiling by high throughput sequencing,chromatin immunoprecipitation sequencing assay	EFO:0005483	
ENCSR618CDZ	lung	RNA-seq,whole-genome shotgun bisulfite sequencing,ChIP-seq	REMC Epigenome (Class 2) for Lung using donors/samples:STL002	Roadmap	released	Homo sapiens	IHEC:IHECRE00000964.1	OBI:0000716,OBI:0001271,OBI:0001863	tissue	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,WGSBS,whole genome bisulfite sequencing,RNA-seq assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002048	Entire lung,pulmo
ENCSR970ENS	common myeloid progenitor, CD34-positive	transcription profiling by array assay,RRBS,RNA-seq,whole-genome shotgun bisulfite sequencing,ChIP-seq,DNase-seq	REMC Epigenome (Class 2) for Primary Hematopoietic Stem Cells G-CSF-mobilized Female using donors/samples:RO_01480; RO_01508; RO_01536; RO_01549; UW_RO_01480	Roadmap	released	Homo sapiens	IHEC:IHECRE00001044.1	OBI:0000716,OBI:0001862,OBI:0001863,OBI:0001463,OBI:0001853,OBI:0001271	primary cell	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,RRBS assay,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay,shotgun bisulfite-seq assay	CL:0001059	common myeloid precursor, CD34-positive
ENCSR690EPH	NT2/D1	RRBS,DNase-seq,ChIP-seq,transcription profiling by array assay	Reference Epigenome of NT2/D1	ENCODE	released	Homo sapiens		OBI:0001853,OBI:0001862,OBI:0000716,OBI:0001463	cell line	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,DNase-seq,RRBS assay,reduced representation bisulfite sequencing assay	EFO:0005236	NT2/D1 cell,NTERA-2 cl.D1 cell
ENCSR349GLM	ES-E14	ChIP-seq,RNA-seq,DNase-seq	Reference Epigenome for mouse ES-E14 cell line	ENCODE	released	Mus musculus	IHEC:IHECRE00001798.1	OBI:0000716,OBI:0001853,OBI:0001271	stem cell	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	EFO:0007075	
ENCSR116JEF	smooth muscle cell	RNA-seq,DNase-seq,ChIP-seq,microRNA counts,microRNA-seq,whole-genome shotgun bisulfite sequencing	Reference Epigenome of smooth muscle cell	ENCODE	released	Homo sapiens		OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271,OBI:0002142	in vitro differentiated cells	microRNA counts,miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,Nanostring nCounter miRNA expression assay,shotgun bisulfite-seq assay	CL:0000192	myocytes, smooth muscle,SMCs,non-striated muscle cell,smooth muscle fiber
ENCSR006XBO	embryonic facial prominence	ATAC-seq,ChIP-seq,microRNA-seq,RNA-seq,whole-genome shotgun bisulfite sequencing,DNase-seq	Reference epigenome for mouse embryonic facial prominence (14.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001772.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0012314	
ENCSR968JJY	H7-hESC	transcription profiling by array assay,RRBS,ChIP-seq	REMC Epigenome (Class 4) for ES-WA7 Cells using donors/samples:58;35206;35207;35208;35210;36544	Roadmap	released	Homo sapiens	IHEC:IHECRE00000998.1	OBI:0000716,OBI:0001862,OBI:0001463	stem cell	RNA profiling by array assay,RRBS,transcription profiling by array assay,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,RRBS assay,reduced representation bisulfite sequencing assay	EFO:0005904	H7-ES,H7,WA07,H7 cell
ENCSR480GEI	amnion	ChIP-seq	REMC Epigenome (Class 5) for Placenta Amnion using donors/samples:CTL02	Roadmap	released	Homo sapiens	IHEC:IHECRE00000924.2	OBI:0000716	tissue	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	UBERON:0000305	amnios
ENCSR460EGF	mammary epithelial cell	ChIP-seq,RNA-seq,DNase-seq,whole-genome shotgun bisulfite sequencing	Reference Epigenome of mammary epithelial cell	ENCODE	released	Homo sapiens	IHEC:IHECRE00001888.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	primary cell	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	CL:0002327	mammary epithelial cell,breast epithelial cell
ENCSR207AHT	myotube	ChIP-seq,RRBS,DNase-seq,RNA-seq	Reference Epigenome of myotube	ENCODE	released	Homo sapiens	IHEC:IHECRE00001882.1	OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001271	in vitro differentiated cells	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay	CL:0002372	single cell sarcomere,myotubule
ENCSR514BWH	hindbrain	ATAC-seq,whole-genome shotgun bisulfite sequencing,ChIP-seq,microRNA-seq,RNA-seq,DNase-seq	Reference Epigenome for mouse hindbrain (embryonic 14.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001811.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0002028	Hindbrain structure,rhombencephalon
ENCSR507JGJ	OCI-LY7	whole-genome shotgun bisulfite sequencing,ChIP-seq,RNA-seq,DNase-seq	Reference epigenome of OCI-LY7	ENCODE	released	Homo sapiens	IHEC:IHECRE00001856.1	OBI:0000716,OBI:0001853,OBI:0001271,OBI:0001863	cell line	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,WGBS,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	EFO:0006711	
ENCSR843IAS	midbrain	ATAC-seq,microRNA-seq,ChIP-seq,RNA-seq,DNase-seq,whole-genome shotgun bisulfite sequencing	Reference epigenome for mouse midbrain (embryonic 11.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001839.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001891	mesencephalon,Entire midbrain
ENCSR682AXR	B cell	ChIP-seq,DNase-seq,RNA-seq	Reference Epigenome of B cell	ENCODE	released	Homo sapiens	IHEC:IHECRE00003707.1	OBI:0000716,OBI:0001853,OBI:0001271	primary cell	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	CL:0000236	Bursa-Dependent Lymphocytes,B-lymphocyte,B Cells,B-cell,B-Cells,B lymphocyte,Bursa-Equivalent Lymphocyte,B Lymphocytes,B-Lymphocytes
ENCSR193SZM	keratinocyte	ChIP-seq,RNA-seq,DNase-seq	Reference Epigenome of keratinocyte	ENCODE	released	Homo sapiens	IHEC:IHECRE00001886.1	OBI:0000716,OBI:0001853,OBI:0001271	primary cell	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	CL:0000312	malpighian cell,normal human epidermal keratinocyte,keratinized cell of epidermis,NHEK
ENCSR215ZYV	neural tube	ATAC-seq,ChIP-seq,microRNA-seq,DNase-seq,RNA-seq,whole-genome shotgun bisulfite sequencing	Reference Epigenome for mouse neural tube (embryonic, 11.5 day)	ENCODE	released	Mus musculus	IHEC:IHECRE00001784.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0001049	
ENCSR800JXR	embryonic facial prominence	ATAC-seq,ChIP-seq,microRNA-seq,RNA-seq,whole-genome shotgun bisulfite sequencing,DNase-seq	Reference epigenome for mouse embryonic facial prominence (11.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001832.1	OBI:0002039,OBI:0000716,OBI:0001863,OBI:0001922,OBI:0001853,OBI:0001271	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,DNase-seq assay,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,DNase I hypersensitive sites sequencing assay,microRNA profiling by high throughput sequencing assay,RNA-seq assay,DNase-seq,Shotgun bisulfite sequencing,ATAC-seq,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0012314	
ENCSR888PLC	Karpas-422	RNA-seq,DNase-seq,ChIP-seq	Reference epigenome of Karpas-422	ENCODE	released	Homo sapiens	IHEC:IHECRE00001861.1	OBI:0001853,OBI:0000716,OBI:0001271	cell line	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	EFO:0005719	Karpas-422,Karpas 422 cell
ENCSR518BPP	CD14-positive monocyte	ChIP-seq,DNase-seq,RNA-seq	Reference Epigenome of CD14-positive monocyte	ENCODE	released	Homo sapiens	IHEC:IHECRE00001857.1	OBI:0000716,OBI:0001853,OBI:0001271	primary cell	chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,transcription profiling by high throughput sequencing	CL:0001054	
ENCSR842HZB	osteoblast	ChIP-seq,RNA-seq,RRBS,DNase-seq	Reference Epigenome of osteoblast	ENCODE	released	Homo sapiens	IHEC:IHECRE00001885.1	OBI:0000716,OBI:0001862,OBI:0001853,OBI:0001271	primary cell	RRBS,reduced representation bisulfite-seq,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,DNase-seq assay,DNase I hypersensitive sites sequencing assay,RNA-seq assay,DNase-seq,RRBS assay,transcription profiling by high throughput sequencing,reduced representation bisulfite sequencing assay	CL:0000062	
ENCSR749IWM	embryonic facial prominence	ATAC-seq,microRNA-seq,ChIP-seq,whole-genome shotgun bisulfite sequencing,RNA-seq	Reference epigenome for mouse embryonic facial prominence (embryonic 12.5 day).	ENCODE	released	Mus musculus	IHEC:IHECRE00001828.1	OBI:0000716,OBI:0001271,OBI:0002039,OBI:0001922,OBI:0001863	tissue	miRNA-seq,microRNA-seq assay,chromatin immunoprecipitation sequencing assay,ChIP-seq assay,whole-genome shotgun bisulfite sequencing,microRNA-seq,WGSBS,whole genome bisulfite sequencing,ATAC-seq assay,RNA-seq assay,microRNA profiling by high throughput sequencing assay,ATAC-seq,Shotgun bisulfite sequencing,WGBS,assay for transposase-accessible chromatin using sequencing,transcription profiling by high throughput sequencing,shotgun bisulfite-seq assay	UBERON:0012314	
ENCSR715JBO	KMS-11	ChIP-seq	Reference Epigenome of KMS-11	ENCODE	released	Homo sapiens		OBI:0000716	cell line	ChIP-seq assay,chromatin immunoprecipitation sequencing assay	EFO:0005694	KMS_11,KMS11
